State,City,Accident_Date,Time,Weather,Road_Type,Severity,Vehicles_Involved,Casualties,Latitude,Longitude,Hour,Time_Period
Tamil Nadu,Madurai,27-04-2024,01-01-1900 03:00,foggy,nan,4,1,1,19.1027,77.241,3,Night
UP,Kanpur,30-01-2024,01-01-1900 11:00,nan,highway,4,2,0,12.8988,82.4021,11,Morning
Tamil Nadu,Coimbatore,15-12-2023,01-01-1900 14:00,clear,city road,1,1,2,22.4828,79.8626,14,Afternoon
Bihar,Bhagalpur,29-02-2024,01-01-1900 06:00,nan,highway,4,1,0,13.1279,79.0421,6,Morning
Tamil Nadu,Madurai,12-01-2024,01-01-1900 01:00,storm,highway,4,2,0,25.026,84.5365,1,Night
UP,Kanpur,05-08-2023,01-01-1900 21:00,nan,rural road,4,1,0,16.9569,79.7495,21,Night
UP,Lucknow,09-03-2023,01-01-1900 10:00,clear,rural road,2,5,2,17.7102,80.8917,10,Morning
Tamil Nadu,Madurai,30-11-2023,01-01-1900 00:00,rain,highway,2,2,1,16.9247,87.0517,0,Night
Delhi,Dwarka,02-04-2023,01-01-1900 01:00,rain,expressway,4,1,1,17.6708,82.562,1,Night
Bihar,Gaya,19-12-2023,01-01-1900 19:00,foggy,highway,1,1,0,20.8539,82.5345,19,Evening
Delhi,New Delhi,03-03-2023,01-01-1900 03:00,nan,rural road,2,2,0,22.8311,86.217,3,Night
Karnataka,Mysuru,05-09-2023,01-01-1900 20:00,clear,nan,2,2,1,19.0274,83.716,20,Evening
Andhra Pradesh,Tirupati,12-10-2023,01-01-1900 17:00,rain,expressway,1,2,0,14.8681,84.6334,17,Evening
Karnataka,Bengaluru,12-10-2023,01-01-1900 14:00,rain,highway,2,1,0,14.6446,77.0219,14,Afternoon
Telangana,Hyderabad,17-09-2023,01-01-1900 09:00,foggy,nan,1,3,1,20.2389,78.775,9,Morning
Bihar,Patna,23-10-2023,01-01-1900 15:00,rain,expressway,2,1,0,13.6855,79.446,15,Afternoon
Tamil Nadu,Chennai,05-11-2023,01-01-1900 17:00,rain,national highway,2,4,1,15.9256,77.6351,17,Evening
Karnataka,Mysuru,22-08-2023,01-01-1900 02:00,foggy,highway,2,0,0,15.5129,87.5585,2,Night
Tamil Nadu,Madurai,10-07-2023,01-01-1900 18:00,foggy,city road,3,3,3,18.6524,81.7184,18,Evening
Telangana,Nizamabad,26-02-2023,01-01-1900 21:00,rain,national highway,1,4,1,23.2343,78.8886,21,Night
Andhra Pradesh,Vijayawada,13-07-2023,01-01-1900 07:00,rain,highway,2,1,1,25.9284,83.9456,7,Morning
Delhi,Rohini,20-10-2023,01-01-1900 09:00,rain,highway,2,0,1,21.6902,78.2892,9,Morning
UP,Kanpur,31-10-2023,01-01-1900 04:00,clear,highway,2,0,0,23.0732,79.2688,4,Night
Delhi,Rohini,03-02-2024,01-01-1900 07:00,storm,city road,4,3,0,15.2691,82.5859,7,Morning
Tamil Nadu,Coimbatore,22-11-2023,01-01-1900 02:00,foggy,national highway,1,1,0,24.6841,77.7595,2,Night
Telangana,Nizamabad,27-05-2023,01-01-1900 17:00,clear,rural road,2,5,0,22.0548,84.5749,17,Evening
UP,Lucknow,12-11-2023,01-01-1900 06:00,foggy,highway,3,2,2,25.3779,86.0353,6,Morning
Andhra Pradesh,Tirupati,08-05-2024,01-01-1900 05:00,foggy,highway,3,1,2,17.3381,85.7071,5,Morning
Delhi,New Delhi,23-06-2023,01-01-1900 21:00,rain,national highway,3,0,0,25.6796,86.7082,21,Night
Maharashtra,Nagpur,21-09-2023,01-01-1900 01:00,nan,highway,3,1,0,18.2052,85.8389,1,Night
Karnataka,Mysuru,01-07-2023,01-01-1900 00:00,foggy,rural road,2,1,1,13.0716,86.6509,0,Night
Karnataka,Mangalore,09-05-2023,01-01-1900 07:00,foggy,national highway,3,3,1,27.4891,77.7322,7,Morning
Bihar,Patna,13-03-2023,01-01-1900 11:00,clear,national highway,2,1,1,18.0075,85.842,11,Morning
Andhra Pradesh,Guntur,08-12-2023,01-01-1900 06:00,clear,highway,4,0,1,15.5218,80.8557,6,Morning
UP,Varanasi,07-01-2024,01-01-1900 23:00,foggy,highway,0,1,0,17.9132,82.1066,23,Night
Andhra Pradesh,Visakhapatnam,08-08-2023,01-01-1900 19:00,foggy,rural road,3,3,2,23.3403,77.092,19,Evening
Karnataka,Bengaluru,24-05-2023,01-01-1900 03:00,heavy rain,highway,4,2,0,19.7438,77.0584,3,Night
Karnataka,Bengaluru,13-03-2024,01-01-1900 18:00,heavy rain,highway,2,2,0,20.7747,77.7311,18,Evening
Tamil Nadu,Chennai,18-03-2024,01-01-1900 01:00,foggy,expressway,3,2,2,24.5114,85.2692,1,Night
UP,Varanasi,27-01-2023,01-01-1900 09:00,clear,national highway,3,2,2,14.2452,84.3827,9,Morning
Andhra Pradesh,Vijayawada,05-12-2023,01-01-1900 23:00,heavy rain,national highway,4,3,1,14.7181,79.1447,23,Night
Delhi,Dwarka,27-02-2023,01-01-1900 03:00,foggy,national highway,3,2,1,26.5317,85.3459,3,Night
Maharashtra,Mumbai,27-10-2023,01-01-1900 12:00,nan,city road,1,4,2,26.226,83.3669,12,Afternoon
Bihar,Patna,08-02-2023,01-01-1900 17:00,clear,highway,4,0,1,19.5827,84.8804,17,Evening
Maharashtra,Nagpur,14-05-2024,01-01-1900 11:00,storm,nan,1,0,0,17.0212,79.6565,11,Morning
Andhra Pradesh,Guntur,03-11-2023,01-01-1900 08:00,clear,highway,1,1,0,26.5254,82.5777,8,Morning
Telangana,Hyderabad,13-08-2023,01-01-1900 16:00,foggy,nan,3,0,0,25.1493,84.2546,16,Afternoon
Bihar,Bhagalpur,29-12-2023,01-01-1900 23:00,clear,city road,3,1,1,23.0777,79.9047,23,Night
Andhra Pradesh,Guntur,27-04-2024,01-01-1900 08:00,clear,highway,2,2,1,17.1922,79.9646,8,Morning
Delhi,Dwarka,12-02-2023,01-01-1900 22:00,foggy,nan,3,2,0,15.4994,83.5483,22,Night
Maharashtra,Mumbai,12-05-2023,01-01-1900 00:00,foggy,highway,3,3,0,25.039,85.5583,0,Night
Maharashtra,Mumbai,25-10-2023,01-01-1900 20:00,foggy,rural road,2,1,1,13.4142,84.6884,20,Evening
Bihar,Patna,22-02-2024,01-01-1900 05:00,storm,nan,2,0,0,12.4984,79.8553,5,Morning
Tamil Nadu,Chennai,15-03-2023,01-01-1900 02:00,heavy rain,rural road,4,2,0,12.6237,84.3353,2,Night
UP,Kanpur,11-01-2023,01-01-1900 03:00,clear,city road,2,2,0,26.2099,80.5782,3,Night
Andhra Pradesh,Vijayawada,05-10-2023,01-01-1900 23:00,rain,city road,2,2,1,15.9841,83.3437,23,Night
Karnataka,Bengaluru,29-01-2023,01-01-1900 17:00,rain,highway,1,2,1,25.7284,87.9739,17,Evening
Tamil Nadu,Chennai,27-04-2023,01-01-1900 13:00,foggy,national highway,3,0,0,12.3588,80.9647,13,Afternoon
Telangana,Warangal,28-03-2023,01-01-1900 03:00,nan,national highway,3,2,2,17.0044,84.1978,3,Night
Andhra Pradesh,Guntur,02-04-2023,01-01-1900 13:00,foggy,highway,4,2,2,24.1968,77.4283,13,Afternoon
Telangana,Warangal,14-04-2024,01-01-1900 15:00,clear,highway,1,2,2,21.0143,83.8708,15,Afternoon
Karnataka,Mysuru,17-08-2023,01-01-1900 23:00,rain,highway,4,2,2,21.2952,87.8975,23,Night
UP,Kanpur,13-06-2023,01-01-1900 15:00,storm,highway,4,1,2,23.3184,81.2815,15,Afternoon
UP,Kanpur,09-10-2023,01-01-1900 15:00,heavy rain,rural road,1,2,0,26.8509,87.2205,15,Afternoon
Telangana,Hyderabad,05-07-2023,01-01-1900 00:00,clear,national highway,4,2,1,15.3862,87.9519,0,Night
Karnataka,Mysuru,24-08-2023,01-01-1900 04:00,nan,city road,2,2,1,21.4905,77.5868,4,Night
Andhra Pradesh,Tirupati,10-07-2023,01-01-1900 01:00,nan,rural road,2,4,0,22.8405,81.1043,1,Night
UP,Lucknow,27-01-2024,01-01-1900 05:00,foggy,highway,3,4,0,23.1542,84.135,5,Morning
Telangana,Hyderabad,31-01-2023,01-01-1900 20:00,nan,expressway,2,1,0,22.175,83.5923,20,Evening
Maharashtra,Nagpur,14-09-2023,01-01-1900 09:00,foggy,city road,3,2,0,19.2828,84.3454,9,Morning
Andhra Pradesh,Guntur,20-07-2023,01-01-1900 05:00,storm,rural road,3,1,1,12.3063,85.5701,5,Morning
UP,Lucknow,19-05-2023,01-01-1900 03:00,nan,national highway,3,3,1,25.4105,85.8309,3,Night
Maharashtra,Mumbai,10-10-2023,01-01-1900 06:00,heavy rain,national highway,1,2,0,19.8159,81.4208,6,Morning
Delhi,New Delhi,28-04-2024,01-01-1900 09:00,rain,national highway,4,2,0,16.4322,87.1344,9,Morning
Telangana,Warangal,28-07-2023,01-01-1900 23:00,foggy,highway,4,4,2,17.6788,77.5719,23,Night
Telangana,Nizamabad,17-02-2023,01-01-1900 22:00,heavy rain,highway,2,1,0,13.353,83.6753,22,Night
Delhi,Dwarka,07-02-2024,01-01-1900 04:00,nan,national highway,4,0,1,25.8079,86.747,4,Night
Telangana,Hyderabad,18-10-2023,01-01-1900 20:00,rain,highway,2,2,0,16.5843,85.829,20,Evening
Bihar,Patna,21-08-2023,01-01-1900 10:00,clear,city road,1,2,1,27.5741,82.1151,10,Morning
Maharashtra,Pune,15-05-2024,01-01-1900 08:00,nan,highway,4,1,0,27.6055,85.9867,8,Morning
Karnataka,Mysuru,07-07-2023,01-01-1900 16:00,rain,highway,4,1,0,13.1366,79.3187,16,Afternoon
Andhra Pradesh,Guntur,25-12-2023,01-01-1900 17:00,foggy,highway,3,1,0,16.297,78.1108,17,Evening
Telangana,Warangal,27-08-2023,01-01-1900 14:00,rain,highway,2,1,0,27.5692,85.3522,14,Afternoon
Delhi,New Delhi,12-06-2023,01-01-1900 10:00,heavy rain,highway,4,1,1,16.4539,85.7812,10,Morning
Tamil Nadu,Coimbatore,18-10-2023,01-01-1900 01:00,clear,national highway,0,0,0,15.7201,78.4265,1,Night
UP,Kanpur,10-05-2023,01-01-1900 20:00,rain,city road,1,1,0,22.7839,77.6882,20,Evening
Tamil Nadu,Madurai,02-04-2024,01-01-1900 08:00,clear,highway,4,2,0,14.3508,80.7691,8,Morning
Bihar,Bhagalpur,19-12-2023,01-01-1900 05:00,rain,highway,4,1,0,16.8387,83.1975,5,Morning
Karnataka,Mysuru,07-12-2023,01-01-1900 23:00,clear,city road,4,1,1,21.2912,82.5606,23,Night
Maharashtra,Nagpur,05-01-2024,01-01-1900 00:00,foggy,highway,4,2,0,16.3782,82.3662,0,Night
Karnataka,Mangalore,13-07-2023,01-01-1900 06:00,heavy rain,city road,1,1,0,16.9034,86.0462,6,Morning
Telangana,Nizamabad,13-09-2023,01-01-1900 20:00,foggy,rural road,3,1,0,19.3349,84.9751,20,Evening
Karnataka,Mysuru,08-08-2023,01-01-1900 11:00,foggy,expressway,4,4,1,24.4328,86.4842,11,Morning
Telangana,Hyderabad,17-02-2024,01-01-1900 03:00,clear,expressway,4,2,0,25.4417,87.884,3,Night
Andhra Pradesh,Visakhapatnam,12-03-2024,01-01-1900 13:00,heavy rain,rural road,4,1,1,15.1227,82.3833,13,Afternoon
Bihar,Gaya,09-04-2024,01-01-1900 20:00,clear,national highway,2,1,2,19.7309,86.2205,20,Evening
UP,Varanasi,04-05-2023,01-01-1900 00:00,clear,highway,1,3,0,18.5089,80.6106,0,Night
Delhi,New Delhi,06-05-2024,01-01-1900 18:00,heavy rain,expressway,4,3,0,14.016,79.1606,18,Evening
Karnataka,Mangalore,19-07-2023,01-01-1900 23:00,foggy,national highway,2,4,2,19.834,84.0922,23,Night
UP,Varanasi,14-04-2024,01-01-1900 08:00,rain,city road,1,2,0,17.9548,84.2783,8,Morning
Telangana,Nizamabad,15-07-2023,01-01-1900 00:00,storm,highway,3,2,0,14.9643,80.0651,0,Night
UP,Kanpur,04-12-2023,01-01-1900 01:00,rain,city road,1,1,0,25.2114,80.1428,1,Night
Telangana,Hyderabad,25-05-2023,01-01-1900 08:00,rain,highway,4,0,1,17.9928,85.7751,8,Morning
UP,Lucknow,07-09-2023,01-01-1900 20:00,heavy rain,highway,4,1,0,20.9086,86.2963,20,Evening
Andhra Pradesh,Guntur,04-12-2023,01-01-1900 18:00,rain,national highway,3,1,1,22.7642,79.4255,18,Evening
Telangana,Hyderabad,07-11-2023,01-01-1900 00:00,foggy,city road,3,2,0,15.9947,79.8957,0,Night
Karnataka,Mysuru,21-05-2023,01-01-1900 15:00,rain,national highway,3,2,2,24.0043,78.6725,15,Afternoon
Maharashtra,Mumbai,12-04-2023,01-01-1900 21:00,foggy,highway,3,0,0,13.5004,82.3474,21,Night
Maharashtra,Pune,15-11-2023,01-01-1900 03:00,foggy,city road,3,0,0,15.8103,86.9928,3,Night
Maharashtra,Nagpur,29-07-2023,01-01-1900 09:00,foggy,highway,1,0,1,24.1692,78.6994,9,Morning
Delhi,Dwarka,16-03-2023,01-01-1900 10:00,clear,national highway,1,1,0,21.5506,87.9951,10,Morning
Telangana,Warangal,26-05-2023,01-01-1900 19:00,heavy rain,highway,3,1,2,25.2408,78.8778,19,Evening
UP,Varanasi,23-01-2024,01-01-1900 13:00,nan,city road,2,2,1,21.8421,87.0167,13,Afternoon
Bihar,Patna,04-11-2023,01-01-1900 10:00,heavy rain,expressway,1,2,4,12.8039,77.384,10,Morning
Maharashtra,Mumbai,06-03-2024,01-01-1900 12:00,nan,national highway,1,0,2,25.4269,78.7675,12,Afternoon
Delhi,Dwarka,10-02-2023,01-01-1900 17:00,storm,expressway,1,1,0,15.7997,77.5458,17,Evening
Telangana,Warangal,25-04-2024,01-01-1900 19:00,clear,city road,1,1,1,21.7331,80.0915,19,Evening
Tamil Nadu,Chennai,15-02-2023,01-01-1900 06:00,clear,highway,1,1,0,24.8231,81.313,6,Morning
Delhi,Rohini,10-11-2023,01-01-1900 12:00,foggy,city road,4,1,1,24.3643,79.6063,12,Afternoon
UP,Varanasi,17-08-2023,01-01-1900 21:00,heavy rain,expressway,4,2,2,26.8663,81.2605,21,Night
Maharashtra,Pune,31-12-2023,01-01-1900 02:00,heavy rain,highway,2,2,2,24.4039,79.5787,2,Night
Bihar,Gaya,07-04-2023,01-01-1900 15:00,rain,city road,3,1,0,27.3839,84.3465,15,Afternoon
Karnataka,Bengaluru,14-04-2024,01-01-1900 11:00,storm,expressway,2,1,1,21.7834,84.4635,11,Morning
Telangana,Hyderabad,25-08-2023,01-01-1900 03:00,heavy rain,nan,4,3,0,27.1546,86.7334,3,Night
Telangana,Warangal,09-08-2023,01-01-1900 06:00,foggy,nan,4,0,1,16.5059,87.597,6,Morning
UP,Lucknow,31-05-2023,01-01-1900 06:00,foggy,expressway,3,3,2,27.8417,80.4307,6,Morning
Telangana,Hyderabad,28-02-2023,01-01-1900 01:00,clear,city road,1,1,0,19.0848,79.8715,1,Night
UP,Lucknow,23-04-2023,01-01-1900 23:00,storm,city road,2,3,0,26.9678,79.0431,23,Night
Telangana,Hyderabad,15-09-2023,01-01-1900 22:00,clear,highway,2,2,0,12.9889,78.016,22,Night
Andhra Pradesh,Tirupati,08-08-2023,01-01-1900 10:00,foggy,national highway,1,2,0,14.4076,87.6488,10,Morning
Andhra Pradesh,Tirupati,23-03-2024,01-01-1900 07:00,rain,highway,1,2,1,15.9465,82.1806,7,Morning
Karnataka,Bengaluru,21-02-2023,01-01-1900 09:00,storm,rural road,3,3,0,24.0619,83.3568,9,Morning
Delhi,Dwarka,30-12-2023,01-01-1900 10:00,rain,national highway,1,0,2,18.4385,86.7305,10,Morning
Andhra Pradesh,Guntur,23-10-2023,01-01-1900 23:00,rain,city road,1,3,0,16.3461,79.0967,23,Night
Bihar,Bhagalpur,31-03-2023,01-01-1900 08:00,rain,rural road,4,1,0,18.8793,86.1404,8,Morning
Telangana,Warangal,12-02-2024,01-01-1900 14:00,clear,highway,1,2,0,20.5033,80.1674,14,Afternoon
Karnataka,Mysuru,07-09-2023,01-01-1900 09:00,nan,highway,4,0,0,21.5373,81.7723,9,Morning
UP,Kanpur,05-12-2023,01-01-1900 00:00,clear,city road,3,3,1,17.5033,85.063,0,Night
Telangana,Nizamabad,19-05-2023,01-01-1900 04:00,foggy,nan,1,2,1,25.1357,83.2327,4,Night
UP,Kanpur,24-07-2023,01-01-1900 03:00,clear,expressway,3,2,1,18.3923,80.5947,3,Night
Tamil Nadu,Coimbatore,11-03-2023,01-01-1900 13:00,clear,national highway,1,1,1,21.2297,82.1038,13,Afternoon
UP,Lucknow,12-03-2023,01-01-1900 16:00,rain,expressway,3,3,0,12.5191,84.2459,16,Afternoon
Andhra Pradesh,Tirupati,15-02-2023,01-01-1900 04:00,heavy rain,expressway,3,0,1,14.7604,83.2477,4,Night
UP,Lucknow,26-07-2023,01-01-1900 21:00,storm,expressway,4,2,0,25.0998,87.8192,21,Night
Telangana,Warangal,17-10-2023,01-01-1900 15:00,clear,highway,1,0,0,12.8056,77.5804,15,Afternoon
Karnataka,Mysuru,18-11-2023,01-01-1900 09:00,storm,nan,2,1,2,15.6243,83.7537,9,Morning
Tamil Nadu,Chennai,31-08-2023,01-01-1900 00:00,foggy,highway,1,2,0,17.7473,86.0591,0,Night
Maharashtra,Nagpur,15-12-2023,01-01-1900 14:00,foggy,city road,1,1,2,17.6131,80.9882,14,Afternoon
Tamil Nadu,Coimbatore,03-09-2023,01-01-1900 09:00,rain,expressway,4,1,2,15.3449,77.9316,9,Morning
UP,Lucknow,15-01-2023,01-01-1900 09:00,nan,expressway,4,0,1,25.4545,79.4336,9,Morning
Andhra Pradesh,Visakhapatnam,07-05-2024,01-01-1900 04:00,storm,national highway,1,3,0,25.178,81.2307,4,Night
UP,Varanasi,02-02-2023,01-01-1900 05:00,rain,highway,3,0,0,26.9209,78.3051,5,Morning
UP,Lucknow,14-04-2024,01-01-1900 20:00,foggy,rural road,2,2,1,20.5052,77.3592,20,Evening
Delhi,Rohini,04-05-2024,01-01-1900 18:00,nan,highway,1,0,0,14.5795,84.2205,18,Evening
Bihar,Gaya,25-01-2024,01-01-1900 07:00,rain,city road,4,2,1,23.4361,77.753,7,Morning
Telangana,Warangal,26-01-2024,01-01-1900 11:00,foggy,national highway,1,0,0,21.8047,87.3233,11,Morning
Maharashtra,Pune,13-08-2023,01-01-1900 21:00,heavy rain,city road,2,1,0,17.6747,83.0573,21,Night
Telangana,Hyderabad,18-01-2023,01-01-1900 04:00,rain,rural road,1,3,0,25.0347,83.7301,4,Night
Tamil Nadu,Chennai,20-10-2023,01-01-1900 15:00,rain,expressway,2,0,0,13.694,80.9039,15,Afternoon
Karnataka,Mangalore,02-06-2023,01-01-1900 03:00,storm,city road,1,4,0,22.5306,77.7712,3,Night
Maharashtra,Pune,27-12-2023,01-01-1900 11:00,foggy,national highway,1,0,0,14.509,86.1003,11,Morning
Andhra Pradesh,Vijayawada,26-10-2023,01-01-1900 15:00,clear,highway,3,1,0,14.6913,86.6726,15,Afternoon
Delhi,Rohini,12-04-2024,01-01-1900 01:00,storm,highway,1,0,1,20.0388,85.0463,1,Night
Bihar,Patna,19-05-2023,01-01-1900 23:00,rain,highway,4,2,1,22.0771,81.4353,23,Night
Tamil Nadu,Chennai,21-04-2024,01-01-1900 01:00,heavy rain,expressway,4,2,2,22.839,81.713,1,Night
Karnataka,Mysuru,26-12-2023,01-01-1900 13:00,rain,rural road,1,2,1,14.343,86.1622,13,Afternoon
Andhra Pradesh,Guntur,29-04-2023,01-01-1900 02:00,heavy rain,nan,1,3,1,18.9008,81.1694,2,Night
Karnataka,Mysuru,03-04-2023,01-01-1900 09:00,rain,national highway,2,1,1,25.5074,82.3242,9,Morning
Telangana,Warangal,25-04-2024,01-01-1900 17:00,storm,highway,3,0,1,21.1687,80.5773,17,Evening
Maharashtra,Nagpur,06-05-2023,01-01-1900 16:00,nan,highway,1,1,1,23.6539,80.8039,16,Afternoon
Tamil Nadu,Chennai,06-03-2024,01-01-1900 16:00,clear,highway,2,3,1,27.1481,81.4023,16,Afternoon
Bihar,Bhagalpur,27-01-2024,01-01-1900 14:00,clear,rural road,1,1,1,27.8453,77.2835,14,Afternoon
UP,Kanpur,10-01-2023,01-01-1900 12:00,storm,highway,2,3,2,23.0087,78.3243,12,Afternoon
Delhi,New Delhi,10-04-2024,01-01-1900 19:00,clear,expressway,2,0,1,16.9155,83.011,19,Evening
Andhra Pradesh,Vijayawada,11-10-2023,01-01-1900 12:00,storm,rural road,3,0,0,14.735,81.5996,12,Afternoon
Andhra Pradesh,Visakhapatnam,14-02-2024,01-01-1900 21:00,rain,city road,3,2,1,13.346,81.3241,21,Night
Andhra Pradesh,Vijayawada,07-06-2023,01-01-1900 18:00,clear,city road,4,3,2,14.6083,79.5719,18,Evening
Tamil Nadu,Coimbatore,30-01-2023,01-01-1900 18:00,clear,expressway,3,2,0,26.8234,81.6159,18,Evening
Bihar,Patna,27-04-2023,01-01-1900 20:00,foggy,expressway,1,0,2,12.4584,83.4158,20,Evening
Delhi,New Delhi,11-10-2023,01-01-1900 22:00,clear,nan,3,1,0,21.4136,81.3745,22,Night
Andhra Pradesh,Guntur,29-06-2023,01-01-1900 03:00,storm,highway,1,2,1,16.4038,84.8038,3,Night
UP,Kanpur,15-03-2023,01-01-1900 00:00,rain,national highway,4,2,0,17.9956,83.0486,0,Night
Delhi,New Delhi,29-05-2023,01-01-1900 04:00,rain,expressway,2,1,0,25.3178,85.8621,4,Night
Delhi,New Delhi,13-07-2023,01-01-1900 18:00,foggy,rural road,1,1,0,25.0769,87.2344,18,Evening
UP,Varanasi,11-01-2024,01-01-1900 03:00,storm,highway,4,1,0,17.3993,86.5776,3,Night
Delhi,New Delhi,22-08-2023,01-01-1900 10:00,heavy rain,rural road,4,1,0,17.3504,81.3403,10,Morning
Tamil Nadu,Coimbatore,07-02-2024,01-01-1900 13:00,foggy,expressway,2,0,1,21.1519,85.8598,13,Afternoon
Maharashtra,Pune,10-06-2023,01-01-1900 03:00,foggy,rural road,2,1,1,14.388,79.9499,3,Night
Andhra Pradesh,Guntur,03-03-2023,01-01-1900 13:00,storm,nan,1,0,0,22.8752,77.6235,13,Afternoon
Karnataka,Mangalore,19-03-2024,01-01-1900 16:00,foggy,national highway,2,1,0,23.1546,79.1278,16,Afternoon
Delhi,Rohini,08-11-2023,01-01-1900 19:00,clear,highway,3,0,1,26.1774,86.8526,19,Evening
Bihar,Bhagalpur,10-03-2023,01-01-1900 23:00,rain,city road,1,0,0,18.5809,79.6458,23,Night
Maharashtra,Mumbai,29-04-2023,01-01-1900 09:00,rain,highway,4,3,0,22.7695,86.0679,9,Morning
Tamil Nadu,Coimbatore,23-09-2023,01-01-1900 08:00,rain,national highway,3,0,0,23.8072,80.9652,8,Morning
Maharashtra,Nagpur,21-01-2024,01-01-1900 03:00,clear,city road,0,0,1,13.2997,87.9184,3,Night
Tamil Nadu,Chennai,08-09-2023,01-01-1900 00:00,heavy rain,national highway,4,3,2,25.8576,80.1838,0,Night
Telangana,Warangal,31-03-2024,01-01-1900 13:00,clear,highway,2,4,0,18.579,81.7024,13,Afternoon
Tamil Nadu,Madurai,08-02-2023,01-01-1900 10:00,rain,national highway,4,2,0,25.6092,79.2168,10,Morning
Andhra Pradesh,Tirupati,21-02-2023,01-01-1900 22:00,heavy rain,expressway,1,2,1,25.1724,83.1181,22,Night
Tamil Nadu,Madurai,11-04-2023,01-01-1900 08:00,foggy,rural road,2,0,0,24.2458,79.7833,8,Morning
Tamil Nadu,Chennai,11-08-2023,01-01-1900 02:00,nan,highway,2,3,1,17.1893,84.4413,2,Night
Delhi,Dwarka,29-09-2023,01-01-1900 21:00,clear,city road,3,4,2,22.9205,83.329,21,Night
Maharashtra,Mumbai,23-04-2023,01-01-1900 03:00,foggy,rural road,3,0,0,24.2973,79.489,3,Night
Delhi,Rohini,23-07-2023,01-01-1900 22:00,storm,nan,4,0,1,22.0053,85.2179,22,Night
UP,Lucknow,15-10-2023,01-01-1900 10:00,rain,rural road,4,2,0,25.5911,77.495,10,Morning
Tamil Nadu,Coimbatore,22-11-2023,01-01-1900 01:00,storm,rural road,2,0,2,19.6565,87.2175,1,Night
Delhi,New Delhi,06-11-2023,01-01-1900 17:00,clear,rural road,1,1,1,12.2189,77.8976,17,Evening
Andhra Pradesh,Guntur,05-07-2023,01-01-1900 17:00,foggy,expressway,4,0,2,20.7703,78.9211,17,Evening
Tamil Nadu,Madurai,11-01-2024,01-01-1900 07:00,clear,highway,1,3,0,27.4448,77.5546,7,Morning
Tamil Nadu,Chennai,20-05-2023,01-01-1900 23:00,foggy,highway,4,2,1,21.0227,82.5031,23,Night
UP,Lucknow,08-01-2023,01-01-1900 23:00,rain,highway,4,0,2,26.6763,81.4725,23,Night
Andhra Pradesh,Visakhapatnam,21-05-2023,01-01-1900 14:00,rain,national highway,4,2,0,16.6937,82.7802,14,Afternoon
Maharashtra,Nagpur,01-10-2023,01-01-1900 16:00,foggy,highway,4,2,1,24.6751,84.44,16,Afternoon
Andhra Pradesh,Tirupati,30-01-2024,01-01-1900 07:00,rain,rural road,1,2,1,16.7332,77.0122,7,Morning
Karnataka,Bengaluru,18-03-2024,01-01-1900 15:00,rain,city road,4,0,0,22.5894,83.9708,15,Afternoon
Bihar,Gaya,30-07-2023,01-01-1900 09:00,foggy,highway,3,1,1,23.6604,80.5588,9,Morning
Bihar,Bhagalpur,13-09-2023,01-01-1900 10:00,rain,rural road,4,2,2,17.4837,78.4803,10,Morning
Telangana,Warangal,07-03-2023,01-01-1900 00:00,rain,city road,2,2,1,13.6549,81.4223,0,Night
Bihar,Patna,19-01-2024,01-01-1900 17:00,foggy,highway,3,3,1,13.8915,77.0003,17,Evening
Delhi,Rohini,31-03-2024,01-01-1900 11:00,foggy,national highway,2,0,2,16.0717,77.1419,11,Morning
Tamil Nadu,Coimbatore,19-04-2024,01-01-1900 23:00,nan,expressway,4,3,1,27.3221,83.2232,23,Night
Maharashtra,Nagpur,07-04-2023,01-01-1900 06:00,nan,national highway,1,0,1,20.782,81.1798,6,Morning
Tamil Nadu,Coimbatore,18-11-2023,01-01-1900 00:00,clear,national highway,4,0,2,15.8448,78.0446,0,Night
Tamil Nadu,Chennai,31-10-2023,01-01-1900 04:00,heavy rain,national highway,2,1,0,14.8304,87.8607,4,Night
Delhi,Rohini,31-01-2024,01-01-1900 18:00,nan,city road,2,3,1,25.9779,87.9513,18,Evening
Karnataka,Bengaluru,01-09-2023,01-01-1900 00:00,rain,highway,2,3,1,17.2311,80.3632,0,Night
Telangana,Hyderabad,14-10-2023,01-01-1900 12:00,foggy,highway,4,4,0,22.9151,80.4676,12,Afternoon
Tamil Nadu,Chennai,29-04-2024,01-01-1900 20:00,foggy,rural road,4,2,0,14.0532,83.3634,20,Evening
Delhi,New Delhi,13-01-2023,01-01-1900 11:00,rain,highway,4,3,2,24.0556,86.6015,11,Morning
Karnataka,Mangalore,06-01-2023,01-01-1900 06:00,nan,expressway,2,4,0,21.9068,79.053,6,Morning
Andhra Pradesh,Visakhapatnam,18-01-2023,01-01-1900 20:00,storm,rural road,1,4,0,25.5993,79.1587,20,Evening
Andhra Pradesh,Tirupati,08-11-2023,01-01-1900 20:00,storm,city road,4,1,0,21.369,82.9551,20,Evening
Karnataka,Mangalore,12-01-2024,01-01-1900 05:00,nan,rural road,1,2,0,20.7095,79.5711,5,Morning
Tamil Nadu,Madurai,11-11-2023,01-01-1900 23:00,rain,highway,3,3,1,12.6653,82.4794,23,Night
Andhra Pradesh,Tirupati,02-08-2023,01-01-1900 21:00,rain,city road,2,0,1,16.9243,83.75,21,Night
UP,Lucknow,22-11-2023,01-01-1900 23:00,clear,national highway,3,3,1,17.8372,84.0506,23,Night
